Pra_Test	HoldNum	HoldTime	StartTime	SureTime	Test_RT	HoldError	Error_Ratio
1	1	6000	993332	997888	4556	-1444	-0.24
1	2	4000	999896	1000074	178	-3822	-0.96
1	3	7000	1002070	1002506	436	-6564	-0.94
1	4	5000	1004490	1004984	494	-4506	-0.90
1	5	9000	1006994	1007521	527	-8473	-0.94
1	6	1000	1009496	1010091	595	-405	-0.41
1	7	8000	1012078	1012258	180	-7820	-0.98
1	8	3000	1014250	1014500	250	-2750	-0.92
1	9	2000	1016506	1016711	205	-1795	-0.90
