Pra_Test	HoldNum	HoldTime	StartTime	SureTime	Test_RT	HoldError	Error_Ratio
1	1	6000	967419	967906	487	-5513	-0.92
1	2	4000	969881	970078	197	-3803	-0.95
1	3	7000	972053	972096	43	-6957	-0.99
1	4	5000	974104	974682	578	-4422	-0.88
1	5	9000	976688	976705	17	-8983	-1.00
1	6	1000	978697	978947	250	-750	-0.75
1	7	8000	980953	981894	941	-7059	-0.88
1	8	3000	983865	984768	903	-2097	-0.70
1	9	2000	986777	987348	571	-1429	-0.71
