Pra_Test	PointNum	PointTime	ObjPointX	ObjPointY	PostPointX	PostPointY	Distance	Hit	ObjSpeedX	ObjSpeedY	PostSpeedX	PostSpeedY
1	1	131173597	1259	597	960	600	299.02	0	-0.04	-5.00	0.00	-500.00
1	2	131173638	1259	597	960	583	299.33	0	-0.05	-5.00	-500.00	-500.00
1	3	131173679	1259	596	936	559	325.11	0	-0.05	-5.00	0.00	-500.00
1	4	131173720	1259	596	936	542	327.48	0	-0.05	-5.00	0.00	0.00
1	5	131173761	1259	596	936	542	327.48	0	-0.06	-5.00	0.00	0.00
1	6	131173802	1259	596	936	542	327.48	0	-0.06	-5.00	0.00	0.00
1	7	131173843	1259	596	936	542	327.48	0	-0.06	-5.00	0.00	0.00
1	8	131173884	1259	595	936	542	327.32	0	-0.07	-5.00	0.00	0.00
1	9	131173925	1259	595	936	542	327.32	0	-0.07	-5.00	0.00	0.00
1	10	131173966	1259	595	936	542	327.32	0	-0.07	-5.00	500.00	0.00
1	11	131174007	1259	595	959	542	304.65	0	-0.08	-5.00	500.00	-500.00
1	12	131174047	1259	595	977	524	290.80	0	-0.08	-5.00	500.00	-500.00
1	13	131174087	1259	594	1000	501	275.19	0	-0.08	-5.00	500.00	-500.00
1	14	131174128	1259	594	1018	483	265.33	0	-0.09	-5.00	500.00	0.00
1	15	131174168	1259	594	1042	483	243.74	0	-0.09	-5.00	500.00	0.00
1	16	131174209	1259	594	1059	483	228.74	0	-0.09	-5.00	500.00	500.00
1	17	131174250	1259	594	1083	507	196.33	0	-0.10	-5.00	500.00	500.00
1	18	131174291	1259	593	1100	524	173.33	0	-0.10	-5.00	500.00	500.00
1	19	131174332	1259	593	1124	548	142.30	0	-0.10	-5.00	500.00	500.00
1	20	131174373	1259	593	1141	565	121.28	0	-0.11	-5.00	500.00	500.00
1	21	131174414	1259	593	1165	589	94.09	0	-0.11	-5.00	500.00	500.00
1	22	131174455	1259	593	1182	606	78.09	0	-0.11	-5.00	500.00	500.00
1	23	131174496	1259	592	1206	630	65.22	0	-0.12	-5.00	0.00	0.00
1	24	131174537	1259	592	1206	630	65.22	0	-0.12	-5.00	0.00	0.00
1	25	131174578	1259	592	1206	630	65.22	0	-0.13	-5.00	0.00	0.00
1	26	131174619	1259	592	1206	630	65.22	0	-0.13	-5.00	0.00	-500.00
1	27	131174660	1259	592	1206	606	54.82	0	-0.13	-5.00	0.00	-500.00
1	28	131174700	1259	591	1206	589	53.04	0	-0.14	-5.00	0.00	-500.00
1	29	131174741	1259	591	1206	565	59.03	0	-0.14	-5.00	0.00	-500.00
1	30	131174782	1259	591	1206	548	68.25	0	-0.14	-5.00	0.00	0.00
1	31	131174823	1259	591	1206	548	68.25	0	-0.15	-5.00	0.00	0.00
1	32	131174864	1259	591	1206	548	68.25	0	-0.15	-5.00	0.00	0.00
1	33	131174905	1259	590	1206	548	67.62	0	-0.15	-5.00	0.00	500.00
1	34	131174945	1259	590	1206	565	58.60	0	-0.16	-5.00	0.00	500.00
1	35	131174985	1259	590	1206	589	53.01	0	-0.16	-5.00	0.00	500.00
1	36	131175026	1259	590	1206	606	55.36	0	-0.16	-5.00	0.00	0.00
1	37	131175067	1259	590	1206	606	55.36	0	-0.17	-5.00	0.00	0.00
1	38	131175108	1259	589	1206	606	55.66	0	-0.17	-5.00	0.00	0.00
1	39	131175149	1259	589	1206	606	55.66	0	-0.17	-5.00	0.00	0.00
1	40	131175190	1259	589	1206	606	55.66	0	-0.18	-5.00	500.00	0.00
1	41	131175231	1259	589	1230	606	33.62	0	-0.18	-5.00	500.00	-500.00
1	42	131175272	1259	589	1248	589	11.00	0	-0.18	-5.00	500.00	-500.00
1	43	131175313	1259	588	1271	565	25.94	0	-0.19	-5.00	500.00	-500.00
1	44	131175354	1259	588	1289	548	50.00	0	-0.19	-5.00	0.00	0.00
1	45	131175395	1259	588	1289	548	50.00	0	-0.19	-5.00	0.00	0.00
1	46	131175435	1259	588	1289	548	50.00	0	-0.20	-5.00	0.00	0.00
1	47	131175475	1259	587	1289	548	49.20	0	-0.20	-5.00	0.00	0.00
1	48	131175516	1259	587	1289	548	49.20	0	-0.20	-5.00	-500.00	0.00
1	49	131175557	1259	587	1264	548	39.32	0	-0.21	-5.00	-500.00	500.00
1	50	131175598	1259	587	1247	565	25.06	0	-0.21	-5.00	-500.00	500.00
1	51	131175639	1259	587	1223	589	36.06	0	-0.21	-5.00	-500.00	500.00
1	52	131175679	1259	586	1207	605	55.36	0	-0.22	-5.00	0.00	0.00
1	53	131175720	1259	586	1207	605	55.36	0	-0.22	-5.00	0.00	0.00
1	54	131175761	1259	586	1207	605	55.36	0	-0.22	-4.99	0.00	0.00
1	55	131175802	1259	586	1207	605	55.36	0	-0.23	-4.99	0.00	0.00
1	56	131175842	1259	586	1207	605	55.36	0	-0.23	-4.99	0.00	0.00
1	57	131175883	1259	585	1207	605	55.71	0	-0.23	-4.99	500.00	0.00
1	58	131175923	1259	585	1224	605	40.31	0	-0.24	-4.99	500.00	-500.00
1	59	131175964	1259	585	1248	582	11.40	0	-0.24	-4.99	500.00	-500.00
1	60	131176005	1259	585	1265	564	21.84	0	-0.24	-4.99	500.00	-500.00
1	61	131176046	1259	585	1289	541	53.25	0	-0.25	-4.99	500.00	-500.00
1	62	131176086	1259	584	1306	523	77.01	0	-0.25	-4.99	0.00	0.00
1	63	131176127	1259	584	1306	523	77.01	0	-0.26	-4.99	0.00	0.00
1	64	131176168	1259	584	1306	523	77.01	0	-0.26	-4.99	0.00	0.00
1	65	131176208	1259	584	1306	523	77.01	0	-0.26	-4.99	0.00	0.00
1	66	131176249	1259	584	1306	523	77.01	0	-0.27	-4.99	0.00	0.00
1	67	131176290	1259	583	1306	523	76.22	0	-0.27	-4.99	0.00	0.00
1	68	131176331	1259	583	1306	523	76.22	0	-0.27	-4.99	0.00	0.00
1	69	131176372	1259	583	1306	523	76.22	0	-0.28	-4.99	0.00	0.00
1	70	131176412	1259	583	1306	523	76.22	0	-0.28	-4.99	0.00	0.00
1	71	131176452	1259	583	1306	523	76.22	0	-0.28	-4.99	0.00	0.00
1	72	131176492	1259	582	1306	523	75.43	0	-0.29	-4.99	0.00	0.00
1	73	131176533	1259	582	1306	523	75.43	0	-0.29	-4.99	0.00	0.00
1	74	131176574	1259	582	1306	523	75.43	0	-0.29	-4.99	0.00	0.00
1	75	131176614	1259	582	1306	523	75.43	0	-0.30	-4.99	0.00	0.00
1	76	131176655	1259	582	1306	523	75.43	0	-0.30	-4.99	0.00	0.00
1	77	131176695	1259	581	1306	523	74.65	0	-0.30	-4.99	-500.00	0.00
1	78	131176736	1259	581	1284	523	63.16	0	-0.31	-4.99	-500.00	0.00
1	79	131176776	1259	581	1266	523	58.42	0	-0.31	-4.99	-500.00	500.00
1	80	131176817	1259	581	1243	547	37.58	0	-0.31	-4.99	-500.00	500.00
1	81	131176858	1259	581	1224	565	38.48	0	-0.32	-4.99	-500.00	500.00
1	82	131176899	1259	580	1201	589	58.69	0	-0.32	-4.99	0.00	0.00
1	83	131176939	1259	580	1201	589	58.69	0	-0.32	-4.99	0.00	0.00
1	84	131176980	1259	580	1201	589	58.69	0	-0.33	-4.99	0.00	0.00
1	85	131177020	1259	580	1201	589	58.69	0	-0.33	-4.99	0.00	0.00
1	86	131177062	1259	580	1201	589	58.69	0	-0.33	-4.99	0.00	0.00
1	87	131177103	1259	579	1201	589	58.86	0	-0.34	-4.99	500.00	0.00
1	88	131177143	1259	579	1217	589	43.17	0	-0.34	-4.99	500.00	500.00
1	89	131177184	1259	579	1242	613	38.01	0	-0.34	-4.99	500.00	0.00
1	90	131177224	1259	579	1258	613	34.01	0	-0.35	-4.99	500.00	0.00
1	91	131177264	1259	578	1282	613	41.88	0	-0.35	-4.99	500.00	0.00
1	92	131177305	1259	578	1300	613	53.91	0	-0.35	-4.99	0.00	0.00
1	93	131177346	1259	578	1300	613	53.91	0	-0.36	-4.99	0.00	0.00
1	94	131177386	1259	578	1300	613	53.91	0	-0.36	-4.99	0.00	0.00
1	95	131177427	1259	578	1300	613	53.91	0	-0.36	-4.99	0.00	500.00
1	96	131177467	1259	577	1300	630	67.01	0	-0.37	-4.99	0.00	500.00
1	97	131177508	1259	577	1300	654	87.24	0	-0.37	-4.99	-500.00	500.00
1	98	131177548	1259	577	1283	672	97.98	0	-0.37	-4.99	-500.00	500.00
1	99	131177589	1259	577	1259	695	118.00	0	-0.38	-4.99	0.00	0.00
1	100	131177630	1259	577	1259	695	118.00	0	-0.38	-4.99	0.00	0.00
1	101	131177671	1259	576	1259	695	119.00	0	-0.38	-4.99	0.00	0.00
1	102	131177711	1259	576	1259	695	119.00	0	-0.39	-4.98	0.00	0.00
1	103	131177752	1259	576	1259	695	119.00	0	-0.39	-4.98	0.00	-500.00
1	104	131177793	1259	576	1259	678	102.00	0	-0.39	-4.98	0.00	-500.00
1	105	131177834	1259	576	1259	654	78.00	0	-0.40	-4.98	0.00	-500.00
1	106	131177874	1259	575	1259	637	62.00	0	-0.40	-4.98	0.00	0.00
1	107	131177915	1259	575	1259	637	62.00	0	-0.41	-4.98	0.00	0.00
1	108	131177955	1258	575	1259	637	62.01	0	-0.41	-4.98	0.00	0.00
1	109	131177995	1258	575	1259	637	62.01	0	-0.41	-4.98	0.00	0.00
1	110	131178036	1258	575	1259	637	62.01	0	-0.42	-4.98	-500.00	500.00
1	111	131178076	1258	574	1236	660	88.77	0	-0.42	-4.98	-500.00	500.00
1	112	131178117	1258	574	1217	679	112.72	0	-0.42	-4.98	-500.00	500.00
1	113	131178158	1258	574	1194	702	143.11	0	-0.43	-4.98	-500.00	500.00
1	114	131178199	1258	574	1176	720	167.45	0	-0.43	-4.98	0.00	500.00
1	115	131178239	1258	574	1176	743	187.84	0	-0.43	-4.98	0.00	0.00
1	116	131178280	1258	573	1176	743	188.74	0	-0.44	-4.98	0.00	0.00
1	117	131178321	1258	573	1176	743	188.74	0	-0.44	-4.98	0.00	0.00
1	118	131178362	1258	573	1176	743	188.74	0	-0.44	-4.98	0.00	-500.00
1	119	131178402	1258	573	1176	719	167.45	0	-0.45	-4.98	500.00	-500.00
1	120	131178443	1258	573	1193	702	144.45	0	-0.45	-4.98	500.00	-500.00
1	121	131178484	1258	572	1217	678	113.65	0	-0.45	-4.98	500.00	-500.00
1	122	131178525	1258	572	1235	660	90.96	0	-0.46	-4.98	0.00	0.00
1	123	131178566	1258	572	1235	660	90.96	0	-0.46	-4.98	0.00	0.00
1	124	131178607	1258	572	1235	660	90.96	0	-0.46	-4.98	0.00	0.00
1	125	131178648	1258	571	1235	660	91.92	0	-0.47	-4.98	0.00	0.00
1	126	131178688	1258	571	1235	660	91.92	0	-0.47	-4.98	0.00	0.00
1	127	131178729	1258	571	1235	660	91.92	0	-0.47	-4.98	0.00	500.00
1	128	131178770	1258	571	1235	678	109.44	0	-0.48	-4.98	500.00	500.00
1	129	131178811	1258	571	1258	701	130.00	0	-0.48	-4.98	500.00	500.00
1	130	131178852	1258	571	1276	719	149.09	0	-0.48	-4.98	500.00	500.00
1	131	131178893	1258	570	1298	741	175.62	0	-0.49	-4.98	500.00	500.00
1	132	131178934	1258	570	1317	760	198.95	0	-0.49	-4.98	500.00	0.00
1	133	131178975	1258	570	1340	760	206.94	0	-0.49	-4.98	0.00	-500.00
1	134	131179015	1258	570	1340	743	191.45	0	-0.50	-4.98	0.00	-500.00
1	135	131179055	1258	569	1340	720	171.83	0	-0.50	-4.97	0.00	-500.00
1	136	131179095	1258	569	1340	702	156.25	0	-0.50	-4.97	-500.00	-500.00
1	137	131179136	1258	569	1317	679	124.82	0	-0.51	-4.97	-500.00	-500.00
1	138	131179177	1258	569	1299	661	100.72	0	-0.51	-4.97	-500.00	-500.00
1	139	131179217	1258	569	1276	638	71.31	0	-0.51	-4.97	-500.00	-500.00
1	140	131179258	1258	568	1258	620	52.00	0	-0.52	-4.97	-500.00	-500.00
1	141	131179298	1258	568	1235	597	37.01	0	-0.52	-4.97	-500.00	-500.00
1	142	131179340	1258	568	1217	579	42.45	0	-0.52	-4.97	-500.00	0.00
1	143	131179380	1258	568	1194	579	64.94	0	-0.53	-4.97	-500.00	500.00
1	144	131179421	1258	568	1175	598	88.26	0	-0.53	-4.97	0.00	500.00
1	145	131179462	1258	567	1175	621	99.02	0	-0.53	-4.97	0.00	0.00
1	146	131179502	1258	567	1175	621	99.02	0	-0.54	-4.97	0.00	0.00
1	147	131179543	1258	567	1175	621	99.02	0	-0.54	-4.97	0.00	0.00
1	148	131179583	1258	567	1175	621	99.02	0	-0.54	-4.97	0.00	0.00
1	149	131179624	1258	567	1175	621	99.02	0	-0.55	-4.97	500.00	-500.00
1	150	131179664	1258	566	1193	603	74.79	0	-0.55	-4.97	500.00	-500.00
1	151	131179705	1258	566	1215	581	45.54	0	-0.56	-4.97	500.00	-500.00
1	152	131179746	1258	566	1234	562	24.33	0	-0.56	-4.97	500.00	-500.00
1	153	131179787	1258	566	1257	539	27.02	0	-0.56	-4.97	0.00	-500.00
1	154	131179828	1258	566	1257	521	45.01	0	-0.56	-4.97	0.00	0.00
1	155	131179868	1258	565	1257	521	44.01	0	-0.57	-4.97	0.00	0.00
1	156	131179909	1258	565	1257	521	44.01	0	-0.57	-4.97	0.00	0.00
1	157	131179949	1258	565	1257	521	44.01	0	-0.58	-4.97	0.00	0.00
1	158	131179990	1257	565	1257	521	44.00	0	-0.58	-4.97	0.00	500.00
1	159	131180030	1257	565	1257	545	20.00	0	-0.58	-4.97	0.00	500.00
1	160	131180071	1257	564	1257	562	2.00	1	-0.59	-4.97	0.00	500.00
1	161	131180112	1257	564	1257	582	18.00	0	-0.59	-4.97	0.00	500.00
1	162	131180153	1257	564	1257	605	41.00	0	-0.59	-4.96	0.00	500.00
1	163	131180194	1257	564	1257	623	59.00	0	-0.60	-4.96	0.00	0.00
1	164	131180235	1257	564	1257	623	59.00	0	-0.60	-4.96	0.00	0.00
1	165	131180276	1257	563	1257	623	60.00	0	-0.60	-4.96	0.00	0.00
1	166	131180317	1257	563	1257	623	60.00	0	-0.61	-4.96	0.00	-500.00
1	167	131180358	1257	563	1257	606	43.00	0	-0.61	-4.96	0.00	-500.00
1	168	131180398	1257	563	1257	582	19.00	0	-0.61	-4.96	0.00	-500.00
1	169	131180439	1257	563	1257	564	1.00	1	-0.62	-4.96	0.00	-500.00
1	170	131180480	1257	562	1257	541	21.00	0	-0.62	-4.96	0.00	0.00
1	171	131180521	1257	562	1257	541	21.00	0	-0.62	-4.96	0.00	0.00
1	172	131180562	1257	562	1257	541	21.00	0	-0.63	-4.96	0.00	0.00
1	173	131180603	1257	562	1257	541	21.00	0	-0.63	-4.96	0.00	0.00
1	174	131180644	1257	562	1257	541	21.00	0	-0.63	-4.96	0.00	0.00
1	175	131180684	1257	561	1257	541	20.00	0	-0.64	-4.96	0.00	0.00
1	176	131180725	1257	561	1257	541	20.00	0	-0.64	-4.96	0.00	0.00
1	177	131180766	1257	561	1257	541	20.00	0	-0.64	-4.96	0.00	500.00
1	178	131180806	1257	561	1257	564	3.00	1	-0.65	-4.96	0.00	500.00
1	179	131180847	1257	561	1257	582	21.00	0	-0.65	-4.96	0.00	500.00
1	180	131180888	1257	560	1257	605	45.00	0	-0.65	-4.96	0.00	0.00
1	181	131180928	1257	560	1257	605	45.00	0	-0.66	-4.96	0.00	0.00
1	182	131180968	1257	560	1257	605	45.00	0	-0.66	-4.96	0.00	0.00
1	183	131181010	1257	560	1257	605	45.00	0	-0.66	-4.96	0.00	0.00
1	184	131181051	1257	560	1257	605	45.00	0	-0.67	-4.96	0.00	0.00
1	185	131181091	1257	559	1257	605	46.00	0	-0.67	-4.95	0.00	0.00
1	186	131181131	1257	559	1257	605	46.00	0	-0.67	-4.95	0.00	0.00
1	187	131181172	1257	559	1257	605	46.00	0	-0.68	-4.95	0.00	0.00
1	188	131181213	1257	559	1257	605	46.00	0	-0.68	-4.95	0.00	0.00
1	189	131181254	1257	559	1257	605	46.00	0	-0.68	-4.95	0.00	-500.00
1	190	131181295	1257	558	1257	582	24.00	0	-0.69	-4.95	0.00	-500.00
1	191	131181335	1257	558	1257	564	6.00	1	-0.69	-4.95	0.00	-500.00
1	192	131181376	1257	558	1257	541	17.00	0	-0.69	-4.95	0.00	-500.00
1	193	131181417	1257	558	1257	523	35.00	0	-0.70	-4.95	0.00	-500.00
1	194	131181458	1257	557	1257	500	57.00	0	-0.70	-4.95	0.00	0.00
1	195	131181499	1257	557	1257	500	57.00	0	-0.70	-4.95	0.00	0.00
1	196	131181540	1256	557	1257	500	57.01	0	-0.71	-4.95	0.00	0.00
1	197	131181581	1256	557	1257	500	57.01	0	-0.71	-4.95	0.00	0.00
1	198	131181621	1256	557	1257	500	57.01	0	-0.71	-4.95	0.00	500.00
1	199	131181662	1256	556	1257	518	38.01	0	-0.72	-4.95	500.00	500.00
1	200	131181703	1256	556	1281	541	29.15	0	-0.72	-4.95	500.00	500.00
1	201	131181743	1256	556	1298	559	42.11	0	-0.72	-4.95	500.00	500.00
1	202	131181783	1256	556	1322	582	70.94	0	-0.73	-4.95	0.00	0.00
1	203	131181824	1256	556	1322	582	70.94	0	-0.73	-4.95	0.00	0.00
1	204	131181865	1256	555	1322	582	71.31	0	-0.73	-4.95	0.00	0.00
1	205	131181905	1256	555	1322	582	71.31	0	-0.74	-4.95	0.00	0.00
1	206	131181945	1256	555	1322	582	71.31	0	-0.74	-4.94	0.00	0.00
1	207	131181986	1256	555	1322	582	71.31	0	-0.74	-4.94	-500.00	-500.00
1	208	131182026	1256	555	1303	563	47.68	0	-0.75	-4.94	-500.00	-500.00
1	209	131182067	1256	554	1286	546	31.05	0	-0.75	-4.94	-500.00	-500.00
1	210	131182107	1256	554	1262	522	32.56	0	-0.75	-4.94	0.00	0.00
1	211	131182148	1256	554	1262	522	32.56	0	-0.76	-4.94	0.00	0.00
1	212	131182189	1256	554	1262	522	32.56	0	-0.76	-4.94	0.00	0.00
1	213	131182230	1256	554	1262	522	32.56	0	-0.76	-4.94	0.00	0.00
1	214	131182270	1256	553	1262	522	31.58	0	-0.77	-4.94	0.00	0.00
1	215	131182311	1256	553	1262	522	31.58	0	-0.77	-4.94	0.00	0.00
1	216	131182352	1256	553	1262	522	31.58	0	-0.77	-4.94	0.00	500.00
1	217	131182392	1256	553	1262	540	14.32	0	-0.78	-4.94	0.00	500.00
1	218	131182432	1256	553	1262	563	11.66	0	-0.78	-4.94	0.00	500.00
1	219	131182473	1256	552	1262	581	29.61	0	-0.78	-4.94	0.00	0.00
1	220	131182514	1256	552	1262	581	29.61	0	-0.79	-4.94	0.00	0.00
1	221	131182555	1256	552	1262	581	29.61	0	-0.79	-4.94	0.00	0.00
1	222	131182595	1256	552	1262	581	29.61	0	-0.80	-4.94	0.00	0.00
1	223	131182636	1256	552	1262	581	29.61	0	-0.80	-4.94	0.00	0.00
