序号	左侧图片	右侧图片	能否重合	按键情况	是否正确	反应时
1	1_z_15_b.jpg	1_z_135_b.jpg	0	0	1	4465.92
2	1_x_15_a.jpg	1_x_75_a.jpg	0	0	1	3878.24
3	1_z_15_b.jpg	1_z_135_a.jpg	1	1	1	3996.77
4	1_z_15_b.jpg	1_z_195_a.jpg	1	-1	0	-1
1	9_z_15_b.jpg	9_z_15_a.jpg	1	-1	0	-1
2	8_x_15_b.jpg	8_x_75_a.jpg	1	-1	0	-1
3	9_x_15_b.jpg	9_x_15_a.jpg	1	-1	0	-1
4	8_x_15_b.jpg	8_x_135_a.jpg	1	1	1	1904.75
5	9_z_15_b.jpg	9_z_195_b.jpg	0	0	1	1609.13
6	8_z_15_b.jpg	8_z_75_b.jpg	0	0	1	1485.67
7	9_x_15_a.jpg	9_x_195_b.jpg	1	0	0	718.494
8	8_z_15_b.jpg	8_z_15_a.jpg	1	0	0	592.629
9	9_x_15_b.jpg	9_x_195_b.jpg	0	0	1	656.872
10	8_z_15_a.jpg	8_z_135_b.jpg	1	0	0	1827.46
11	9_x_15_b.jpg	9_x_75_b.jpg	0	1	0	1438.18
12	8_z_15_a.jpg	8_z_75_b.jpg	1	1	1	1968.61
13	9_x_15_a.jpg	9_x_75_b.jpg	1	1	1	1813.15
14	8_z_15_b.jpg	8_z_135_a.jpg	1	1	1	2437.56
15	9_x_15_b.jpg	9_x_135_a.jpg	1	0	0	2046.36
16	8_x_15_b.jpg	8_x_135_b.jpg	0	0	1	1280.49
17	9_z_15_a.jpg	9_z_75_a.jpg	0	0	1	813.364
18	8_x_15_a.jpg	8_x_195_b.jpg	1	0	0	718.503
19	9_z_15_b.jpg	9_z_75_b.jpg	0	0	1	1015.9
20	8_x_15_a.jpg	8_x_75_b.jpg	1	0	0	780.923
21	9_z_15_b.jpg	9_z_135_b.jpg	0	0	1	2547.06
22	8_x_15_a.jpg	8_x_195_b.jpg	1	0	0	3703.23
23	9_x_15_a.jpg	9_x_195_a.jpg	0	-1	0	-1
24	8_x_15_a.jpg	8_x_195_a.jpg	0	-1	0	-1
25	9_z_15_b.jpg	9_z_195_b.jpg	0	0	1	1280.01
26	8_z_15_b.jpg	8_z_15_a.jpg	1	0	0	2984.98
27	9_x_15_b.jpg	9_x_15_a.jpg	1	-1	0	-1
28	8_x_15_a.jpg	8_x_15_b.jpg	1	-1	0	-1
29	9_z_15_b.jpg	9_z_15_b.jpg	0	-1	0	-1
30	8_x_15_a.jpg	8_x_75_b.jpg	1	-1	0	-1
31	9_x_15_b.jpg	9_x_135_a.jpg	1	0	0	265.238
32	8_x_15_b.jpg	8_x_135_a.jpg	1	0	0	1094.55
33	9_z_15_a.jpg	9_z_195_b.jpg	1	0	0	749.866
34	8_z_15_b.jpg	8_z_135_b.jpg	0	0	1	1093.42
35	9_z_15_a.jpg	9_z_195_a.jpg	0	0	1	2001.7
36	8_x_15_a.jpg	8_x_75_b.jpg	1	0	0	1389.37
37	9_x_15_a.jpg	9_x_75_b.jpg	1	0	0	452.179
38	8_z_15_a.jpg	8_z_195_a.jpg	0	0	1	1985.02
39	9_z_15_b.jpg	9_z_135_a.jpg	1	0	0	1358.92
40	8_x_15_b.jpg	8_x_195_a.jpg	1	0	0	1234.84
41	9_z_15_a.jpg	9_z_135_a.jpg	0	0	1	2046.13
42	8_z_15_a.jpg	8_z_15_b.jpg	1	0	0	2343.71
43	9_x_15_a.jpg	9_x_75_b.jpg	1	0	0	3531.38
44	8_z_15_b.jpg	8_z_75_a.jpg	1	0	0	3376.23
45	9_z_15_b.jpg	9_z_15_a.jpg	1	1	1	1686.56
46	8_z_15_a.jpg	8_z_195_b.jpg	1	1	1	1703.71
47	9_x_15_a.jpg	9_x_135_b.jpg	1	1	1	1030.72
48	8_z_15_a.jpg	8_z_75_a.jpg	0	1	0	733.746
49	9_z_15_a.jpg	9_z_135_b.jpg	1	1	1	1126.06
50	8_z_15_b.jpg	8_z_195_a.jpg	1	1	1	874.275
51	9_x_15_a.jpg	9_x_15_a.jpg	0	1	0	905.744
52	8_x_15_b.jpg	8_x_135_a.jpg	1	1	1	2876.13
53	9_z_15_a.jpg	9_z_75_a.jpg	0	0	1	1717.37
54	8_z_15_b.jpg	8_z_135_b.jpg	0	0	1	1579.27
55	9_z_15_a.jpg	9_z_15_b.jpg	1	0	0	1500.06
56	8_x_15_b.jpg	8_x_15_a.jpg	1	0	0	1155.01
57	9_x_15_a.jpg	9_x_135_b.jpg	1	0	0	2859.82
58	8_x_15_b.jpg	8_x_15_a.jpg	1	0	0	2546.92
59	9_z_15_a.jpg	9_z_75_a.jpg	0	0	1	749.619
60	8_z_15_a.jpg	8_z_195_a.jpg	0	0	1	2062.95
61	9_x_15_b.jpg	9_x_15_a.jpg	1	0	0	1000.6
62	8_x_15_a.jpg	8_x_15_b.jpg	1	0	0	890.397
63	9_x_15_b.jpg	9_x_195_a.jpg	1	0	0	515.425
64	8_z_15_a.jpg	8_z_15_b.jpg	1	0	0	2422.23
65			1	0	0	2203.6
66			0	-1	0	-1
