Pra_Test	PointNum	PointTime	ObjPointX	ObjPointY	PostPointX	PostPointY	Distance	Hit	ObjSpeedX	ObjSpeedY	PostSpeedX	PostSpeedY
1	1	22244175	1259	597	960	600	299.02	0	-0.04	-5.00	0.00	-200.00
1	2	22244216	1259	597	960	594	299.02	0	-0.05	-5.00	200.00	-200.00
1	3	22244257	1259	597	968	585	291.25	0	-0.05	-5.00	200.00	-200.00
1	4	22244298	1259	596	977	576	282.71	0	-0.05	-5.00	200.00	-200.00
1	5	22244339	1259	596	986	567	274.54	0	-0.06	-5.00	200.00	-200.00
1	6	22244379	1259	596	994	559	267.57	0	-0.06	-5.00	200.00	-200.00
1	7	22244420	1259	596	1001	553	261.56	0	-0.06	-5.00	200.00	-200.00
1	8	22244460	1259	595	1009	544	255.15	0	-0.07	-5.00	200.00	0.00
1	9	22244501	1259	595	1018	544	246.34	0	-0.07	-5.00	200.00	0.00
1	10	22244542	1259	595	1026	544	238.52	0	-0.07	-5.00	200.00	0.00
1	11	22244583	1259	595	1035	544	229.73	0	-0.08	-5.00	0.00	0.00
1	12	22244624	1259	595	1035	544	229.73	0	-0.08	-5.00	0.00	200.00
1	13	22244665	1259	594	1035	551	228.09	0	-0.08	-5.00	-200.00	200.00
1	14	22244706	1259	594	1026	559	235.61	0	-0.09	-5.00	-200.00	200.00
1	15	22244747	1259	594	1018	568	242.40	0	-0.09	-5.00	-200.00	200.00
1	16	22244787	1259	594	1011	575	248.73	0	-0.09	-5.00	-200.00	200.00
1	17	22244828	1259	594	1002	583	257.24	0	-0.10	-5.00	-200.00	200.00
1	18	22244869	1259	593	994	592	265.00	0	-0.10	-5.00	-200.00	200.00
1	19	22244910	1259	593	985	601	274.12	0	-0.10	-5.00	0.00	0.00
1	20	22244951	1259	593	985	601	274.12	0	-0.11	-5.00	0.00	0.00
1	21	22244991	1259	593	985	601	274.12	0	-0.11	-5.00	0.00	0.00
1	22	22245032	1259	593	985	601	274.12	0	-0.11	-5.00	0.00	0.00
1	23	22245073	1259	592	985	601	274.15	0	-0.12	-5.00	0.00	0.00
1	24	22245114	1259	592	985	601	274.15	0	-0.12	-5.00	0.00	0.00
1	25	22245155	1259	592	985	601	274.15	0	-0.13	-5.00	200.00	-200.00
1	26	22245196	1259	592	991	594	268.01	0	-0.13	-5.00	200.00	-200.00
1	27	22245236	1259	592	1000	585	259.09	0	-0.13	-5.00	200.00	-200.00
1	28	22245277	1259	591	1009	577	250.39	0	-0.14	-5.00	200.00	-200.00
1	29	22245317	1259	591	1018	568	242.10	0	-0.14	-5.00	0.00	0.00
1	30	22245357	1259	591	1018	568	242.10	0	-0.14	-5.00	0.00	0.00
1	31	22245398	1259	591	1018	568	242.10	0	-0.15	-5.00	0.00	0.00
1	32	22245439	1259	591	1018	568	242.10	0	-0.15	-5.00	0.00	0.00
1	33	22245480	1259	590	1018	568	242.00	0	-0.15	-5.00	0.00	0.00
1	34	22245521	1259	590	1018	568	242.00	0	-0.16	-5.00	0.00	0.00
1	35	22245561	1259	590	1018	568	242.00	0	-0.16	-5.00	-200.00	200.00
1	36	22245602	1259	590	1009	576	250.39	0	-0.16	-5.00	-200.00	200.00
1	37	22245642	1259	590	1003	583	256.10	0	-0.17	-5.00	-200.00	200.00
1	38	22245682	1259	589	994	592	265.02	0	-0.17	-5.00	-200.00	200.00
1	39	22245723	1259	589	985	600	274.22	0	-0.17	-5.00	-200.00	200.00
1	40	22245763	1259	589	976	609	283.71	0	-0.18	-5.00	0.00	0.00
1	41	22245803	1259	589	976	609	283.71	0	-0.18	-5.00	0.00	0.00
1	42	22245844	1259	589	976	609	283.71	0	-0.18	-5.00	0.00	0.00
1	43	22245885	1259	588	976	609	283.78	0	-0.19	-5.00	0.00	0.00
1	44	22245926	1259	588	976	609	283.78	0	-0.19	-5.00	0.00	0.00
1	45	22245967	1259	588	976	609	283.78	0	-0.19	-5.00	0.00	0.00
1	46	22246008	1259	588	976	609	283.78	0	-0.20	-5.00	0.00	0.00
1	47	22246049	1259	588	976	609	283.78	0	-0.20	-5.00	0.00	0.00
1	48	22246090	1259	587	976	609	283.85	0	-0.20	-5.00	0.00	0.00
1	49	22246131	1259	587	976	609	283.85	0	-0.21	-5.00	0.00	0.00
1	50	22246171	1259	587	976	609	283.85	0	-0.21	-5.00	200.00	0.00
1	51	22246211	1259	587	983	609	276.88	0	-0.21	-5.00	200.00	0.00
1	52	22246252	1259	586	992	609	267.99	0	-0.22	-5.00	200.00	0.00
1	53	22246293	1259	586	1001	609	259.02	0	-0.22	-5.00	200.00	0.00
1	54	22246334	1259	586	1008	609	252.05	0	-0.22	-4.99	200.00	0.00
1	55	22246374	1259	586	1017	609	243.09	0	-0.23	-4.99	200.00	0.00
1	56	22246415	1259	586	1026	609	234.13	0	-0.23	-4.99	200.00	0.00
1	57	22246456	1259	585	1034	609	226.28	0	-0.23	-4.99	0.00	0.00
1	58	22246496	1259	585	1034	609	226.28	0	-0.24	-4.99	0.00	0.00
