Pra_Test	Trial	PointNum	PointTime	ObjPointX	ObjPointY	PostPointX	PostPointY	ObjRotate	PostRotate	Distance	RotateError	Hit	ObjSpeedX	ObjSpeedY	PostSpeedX	PostSpeedY	ObjRotateSpeed	PostRotateSpeed
0	1	1	143913504	812	384	512	384	0.00	0.00	300.00	0.00	0	-0.00	-10.00	0.00	-500.00	0.00	0.00
0	1	2	143913545	811	383	512	367	0.00	0.00	299.43	0.00	0	-0.01	-10.00	0.00	-500.00	0.00	0.00
0	1	3	143913586	811	383	512	343	0.00	0.00	301.66	0.00	0	-0.03	-10.00	0.00	-500.00	0.00	0.00
0	1	4	143913627	811	382	512	326	0.00	0.00	304.20	0.00	0	-0.04	-10.00	0.00	-500.00	0.00	0.00
0	1	5	143913668	811	382	512	302	0.00	0.00	309.52	0.00	0	-0.05	-10.00	0.00	-500.00	0.00	0.00
0	1	6	143913709	811	382	512	285	0.00	0.00	314.34	0.00	0	-0.07	-10.00	0.00	-500.00	0.00	0.00
0	1	7	143913750	811	381	512	261	0.00	0.00	322.18	0.00	0	-0.08	-10.00	0.00	0.00	0.00	0.00
0	1	8	143913791	811	381	512	261	0.00	0.00	322.18	0.00	0	-0.09	-10.00	0.00	0.00	0.00	0.00
0	1	9	143913832	811	380	512	261	0.00	0.00	321.81	0.00	0	-0.11	-10.00	0.00	0.00	0.00	0.00
0	1	10	143913873	811	380	512	261	0.00	0.00	321.81	0.00	0	-0.12	-10.00	0.00	0.00	0.00	0.00
0	1	11	143913914	811	379	512	261	0.00	0.00	321.44	0.00	0	-0.14	-10.00	0.00	0.00	0.00	0.00
0	1	12	143913955	811	379	512	261	0.00	0.00	321.44	0.00	0	-0.15	-10.00	0.00	0.00	0.00	0.00
0	1	13	143913996	811	379	512	261	0.00	0.00	321.44	0.00	0	-0.16	-10.00	0.00	0.00	0.00	0.00
0	1	14	143914037	811	378	512	261	0.00	0.00	321.08	0.00	0	-0.18	-10.00	0.00	0.00	0.00	0.00
0	1	15	143914078	811	378	512	261	0.00	0.00	321.08	0.00	0	-0.19	-10.00	0.00	0.00	0.00	0.00
0	1	16	143914119	811	377	512	261	0.00	0.00	320.71	0.00	0	-0.20	-10.00	0.00	0.00	0.00	0.00
0	1	17	143914160	811	377	512	261	0.00	0.00	320.71	0.00	0	-0.21	-10.00	0.00	0.00	0.00	0.00
0	1	18	143914201	811	377	512	261	0.00	0.00	320.71	0.00	0	-0.23	-10.00	0.00	0.00	0.00	0.00
0	1	19	143914242	811	376	512	261	0.00	0.00	320.35	0.00	0	-0.24	-10.00	0.00	0.00	0.00	0.00
0	1	20	143914283	811	376	512	261	0.00	0.00	320.35	0.00	0	-0.26	-10.00	0.00	0.00	0.00	0.00
0	1	21	143914323	811	375	512	261	0.00	0.00	320.00	0.00	0	-0.27	-10.00	0.00	0.00	0.00	0.00
0	1	22	143914364	811	375	512	261	0.00	0.00	320.00	0.00	0	-0.29	-10.00	0.00	0.00	0.00	0.00
0	1	23	143914405	811	375	512	261	0.00	0.00	320.00	0.00	0	-0.30	-10.00	0.00	0.00	0.00	0.00
0	1	24	143914446	811	374	512	261	0.00	0.00	319.64	0.00	0	-0.31	-10.00	0.00	0.00	0.00	0.00
0	1	25	143914487	811	374	512	261	0.00	0.00	319.64	0.00	0	-0.33	-9.99	0.00	0.00	0.00	0.00
0	1	26	143914528	811	373	512	261	0.00	0.00	319.29	0.00	0	-0.34	-9.99	0.00	0.00	0.00	0.00
0	1	27	143914568	811	373	512	261	0.00	0.00	319.29	0.00	0	-0.35	-9.99	0.00	0.00	0.00	0.00
0	1	28	143914609	811	372	512	261	0.00	0.00	318.94	0.00	0	-0.37	-9.99	0.00	0.00	0.00	0.00
0	1	29	143914650	811	372	512	261	0.00	0.00	318.94	0.00	0	-0.38	-9.99	0.00	0.00	0.00	0.00
0	1	30	143914691	811	372	512	261	0.00	0.00	318.94	0.00	0	-0.40	-9.99	0.00	0.00	0.00	0.00
0	1	31	143914732	811	371	512	261	0.00	0.00	318.59	0.00	0	-0.41	-9.99	0.00	0.00	0.00	0.00
